WindowId,Day,Session,Method,Start Date,End Date,Fulfilment Centre,Fulfilment Type,Start Time,End Time,Web Cutoff Day,Web Cutoff Time,Pickup Day,Pickup Time,Region,Limit,IsDelete
86176,Sunday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,11:00,12:00,Saturday,23:00,Sunday,10:00,1090 Rouse Hill LOCAL,40,
0,Sunday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,12:00,13:00,Saturday,23:00,Sunday,10:01,1090 Rouse Hill LOCAL,40,
0,Sunday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,13:00,14:00,Saturday,23:00,Sunday,10:02,1090 Rouse Hill LOCAL,40,
0,Sunday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,14:00,15:00,Saturday,23:00,Sunday,10:03,1090 Rouse Hill LOCAL,40,
0,Sunday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,15:00,16:00,Saturday,23:00,Sunday,10:04,1090 Rouse Hill LOCAL,40,
86183,Sunday,1090 CCPM,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,16:00,17:00,Sunday,11:00,Sunday,14:30,1090 Rouse Hill LOCAL,40,
0,Sunday,1090 CCPM,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,17:00,18:00,Sunday,11:00,Sunday,14:31,1090 Rouse Hill LOCAL,40,
0,Sunday,1090 CCPM,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,18:00,19:00,Sunday,11:00,Sunday,14:32,1090 Rouse Hill LOCAL,40,
0,Sunday,1090 CCPM,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,19:00,20:00,Sunday,11:00,Sunday,14:33,1090 Rouse Hill LOCAL,40,
86177,Monday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,11:00,12:00,Sunday,23:00,Monday,10:00,1090 Rouse Hill LOCAL,40,
0,Monday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,12:00,13:00,Sunday,23:00,Monday,10:01,1090 Rouse Hill LOCAL,40,
0,Monday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,13:00,14:00,Sunday,23:00,Monday,10:02,1090 Rouse Hill LOCAL,40,
0,Monday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,14:00,15:00,Sunday,23:00,Monday,10:03,1090 Rouse Hill LOCAL,40,
0,Monday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,15:00,16:00,Sunday,23:00,Monday,10:04,1090 Rouse Hill LOCAL,40,
86184,Monday,1090 CCPM,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,16:00,17:00,Monday,11:00,Monday,14:30,1090 Rouse Hill LOCAL,40,
0,Monday,1090 CCPM,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,17:00,18:00,Monday,11:00,Monday,14:31,1090 Rouse Hill LOCAL,40,
0,Monday,1090 CCPM,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,18:00,19:00,Monday,11:00,Monday,14:32,1090 Rouse Hill LOCAL,40,
0,Monday,1090 CCPM,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,19:00,20:00,Monday,11:00,Monday,14:33,1090 Rouse Hill LOCAL,40,
86178,Tuesday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,11:00,12:00,Monday,23:00,Tuesday,10:00,1090 Rouse Hill LOCAL,40,
0,Tuesday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,12:00,13:00,Monday,23:00,Tuesday,10:01,1090 Rouse Hill LOCAL,40,
0,Tuesday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,13:00,14:00,Monday,23:00,Tuesday,10:02,1090 Rouse Hill LOCAL,40,
0,Tuesday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,14:00,15:00,Monday,23:00,Tuesday,10:03,1090 Rouse Hill LOCAL,40,
0,Tuesday,1090 CCMD,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,15:00,16:00,Monday,23:00,Tuesday,10:04,1090 Rouse Hill LOCAL,40,
86185,Tuesday,1090 CCPM,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,16:00,17:00,Tuesday,11:00,Tuesday,14:30,1090 Rouse Hill LOCAL,40,
0,Tuesday,1090 CCPM,Pickup Pickup,14/8/2017,31/12/2099,ROUSE HILL,HOMESHOP,17:00,18:00,Tuesday,11:00,Tuesday,14:31,1090 Rouse Hill LOCAL,40,
