WindowId,Day,Session,Method,Start Date,End Date,Fulfilment Centre,Fulfilment Type,Start Time,End Time,Web Cutoff Day,Web Cutoff Time,Pickup Day,Pickup Time,Region,Limit,IsDelete
0,Monday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,18:00,19:00,Monday,11:00,Monday,14:32,1139 Belconnen LOCAL,10,
0,Monday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,19:00,20:00,Monday,11:00,Monday,14:33,1139 Belconnen LOCAL,10,
87101,Monday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,11:00,12:00,Sunday,23:00,Monday,10:00,1139 Belconnen LOCAL,10,
0,Monday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,12:00,13:00,Sunday,23:00,Monday,10:01,1139 Belconnen LOCAL,10,
0,Monday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,13:00,14:00,Sunday,23:00,Monday,10:02,1139 Belconnen LOCAL,10,
0,Monday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,14:00,15:00,Sunday,23:00,Monday,10:03,1139 Belconnen LOCAL,10,
0,Monday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,15:00,16:00,Sunday,23:00,Monday,10:04,1139 Belconnen LOCAL,10,
85499,Tuesday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,16:00,17:00,Tuesday,11:00,Tuesday,14:30,1139 Belconnen LOCAL,10,
0,Tuesday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,17:00,18:00,Tuesday,11:00,Tuesday,14:31,1139 Belconnen LOCAL,10,
0,Tuesday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,18:00,19:00,Tuesday,11:00,Tuesday,14:32,1139 Belconnen LOCAL,10,
0,Tuesday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,19:00,20:00,Tuesday,11:00,Tuesday,14:33,1139 Belconnen LOCAL,10,
87102,Tuesday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,11:00,12:00,Monday,23:00,Tuesday,10:00,1139 Belconnen LOCAL,10,
0,Tuesday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,12:00,13:00,Monday,23:00,Tuesday,10:01,1139 Belconnen LOCAL,10,
0,Tuesday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,13:00,14:00,Monday,23:00,Tuesday,10:02,1139 Belconnen LOCAL,10,
0,Tuesday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,14:00,15:00,Monday,23:00,Tuesday,10:03,1139 Belconnen LOCAL,10,
0,Tuesday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,15:00,16:00,Monday,23:00,Tuesday,10:04,1139 Belconnen LOCAL,10,
85500,Wednesday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,16:00,17:00,Wednesday,11:00,Wednesday,14:30,1139 Belconnen LOCAL,10,
0,Wednesday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,17:00,18:00,Wednesday,11:00,Wednesday,14:31,1139 Belconnen LOCAL,10,
0,Wednesday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,18:00,19:00,Wednesday,11:00,Wednesday,14:32,1139 Belconnen LOCAL,10,
0,Wednesday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,19:00,20:00,Wednesday,11:00,Wednesday,14:33,1139 Belconnen LOCAL,10,
87103,Wednesday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,11:00,12:00,Tuesday,23:00,Wednesday,10:00,1139 Belconnen LOCAL,10,
0,Wednesday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,12:00,13:00,Tuesday,23:00,Wednesday,10:01,1139 Belconnen LOCAL,10,
0,Wednesday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,13:00,14:00,Tuesday,23:00,Wednesday,10:02,1139 Belconnen LOCAL,10,
0,Wednesday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,14:00,15:00,Tuesday,23:00,Wednesday,10:03,1139 Belconnen LOCAL,10,
0,Wednesday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,15:00,16:00,Tuesday,23:00,Wednesday,10:04,1139 Belconnen LOCAL,10,
85501,Thursday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,16:00,17:00,Thursday,11:00,Thursday,14:30,1139 Belconnen LOCAL,10,
0,Thursday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,17:00,18:00,Thursday,11:00,Thursday,14:31,1139 Belconnen LOCAL,10,
0,Thursday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,18:00,19:00,Thursday,11:00,Thursday,14:32,1139 Belconnen LOCAL,10,
0,Thursday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,19:00,20:00,Thursday,11:00,Thursday,14:33,1139 Belconnen LOCAL,10,
87104,Thursday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,11:00,12:00,Wednesday,23:00,Thursday,10:00,1139 Belconnen LOCAL,10,
0,Thursday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,12:00,13:00,Wednesday,23:00,Thursday,10:01,1139 Belconnen LOCAL,10,
0,Thursday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,13:00,14:00,Wednesday,23:00,Thursday,10:02,1139 Belconnen LOCAL,10,
0,Thursday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,14:00,15:00,Wednesday,23:00,Thursday,10:03,1139 Belconnen LOCAL,10,
0,Thursday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,15:00,16:00,Wednesday,23:00,Thursday,10:04,1139 Belconnen LOCAL,10,
85502,Friday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,16:00,17:00,Friday,11:00,Friday,14:30,1139 Belconnen LOCAL,10,
0,Friday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,17:00,18:00,Friday,11:00,Friday,14:31,1139 Belconnen LOCAL,10,
0,Friday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,18:00,19:00,Friday,11:00,Friday,14:32,1139 Belconnen LOCAL,10,
0,Friday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,19:00,20:00,Friday,11:00,Friday,14:33,1139 Belconnen LOCAL,10,
87105,Friday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,11:00,12:00,Thursday,23:00,Friday,10:00,1139 Belconnen LOCAL,10,
0,Friday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,12:00,13:00,Thursday,23:00,Friday,10:01,1139 Belconnen LOCAL,10,
0,Friday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,13:00,14:00,Thursday,23:00,Friday,10:02,1139 Belconnen LOCAL,10,
0,Friday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,14:00,15:00,Thursday,23:00,Friday,10:03,1139 Belconnen LOCAL,10,
0,Friday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,15:00,16:00,Thursday,23:00,Friday,10:04,1139 Belconnen LOCAL,10,
85503,Saturday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,16:00,17:00,Saturday,11:00,Saturday,14:30,1139 Belconnen LOCAL,10,
0,Saturday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,17:00,18:00,Saturday,11:00,Saturday,14:31,1139 Belconnen LOCAL,10,
0,Saturday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,18:00,19:00,Saturday,11:00,Saturday,14:32,1139 Belconnen LOCAL,10,
0,Saturday,1139 CCPM,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,19:00,20:00,Saturday,11:00,Saturday,14:33,1139 Belconnen LOCAL,10,
87106,Saturday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,11:00,12:00,Friday,23:00,Saturday,10:00,1139 Belconnen LOCAL,10,
0,Saturday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,12:00,13:00,Friday,23:00,Saturday,10:01,1139 Belconnen LOCAL,10,
0,Saturday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,13:00,14:00,Friday,23:00,Saturday,10:02,1139 Belconnen LOCAL,10,
0,Saturday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,14:00,15:00,Friday,23:00,Saturday,10:03,1139 Belconnen LOCAL,10,
0,Saturday,1139 CCMD,Pickup Pickup,15/8/2017,31/12/2099,BELCONNEN,HOMESHOP,15:00,16:00,Friday,23:00,Saturday,10:04,1139 Belconnen LOCAL,10,
